month_year,open_avg,close_avg,high_avg,low_avg,volume_avg,days_count,diff,range_avg,symbol,month,is_2026_projection
2024-11,445.925,446.275,448.9625,443.2375,9764.95,20,0.3499999999999659,5.724999999999966,ZC.c.3,11/24,True
2024-12,440.85714285714283,442.0,443.92857142857144,439.01190476190476,11311.47619047619,21,1.1428571428571672,4.916666666666686,ZC.c.3,12/24,True
2025-01,454.0595238095238,455.35714285714283,457.7738095238095,451.4642857142857,9368.57142857143,21,1.2976190476190368,6.309523809523796,ZC.c.3,01/25,True
2025-02,470.80263157894734,470.89473684210526,474.4868421052632,467.32894736842104,10938.736842105263,19,0.09210526315791867,7.157894736842138,ZC.c.3,02/25,True
2025-03,448.10714285714283,447.32142857142856,450.6904761904762,444.0,21858.95238095238,21,-0.7857142857142776,6.690476190476204,ZC.c.3,03/25,True
2025-04,453.3809523809524,454.1190476190476,457.23809523809524,450.5238095238095,42924.47619047619,21,0.738095238095184,6.714285714285722,ZC.c.3,04/25,True
2025-05,452.1547619047619,451.4404761904762,455.35714285714283,449.0357142857143,27312.428571428572,21,-0.7142857142857224,6.321428571428555,ZC.c.3,05/25,True
2025-06,452.7375,452.1125,456.175,449.45,11656.0,20,-0.625,6.725000000000023,ZC.c.3,06/25,True
2025-07,442.22727272727275,442.53409090909093,445.78409090909093,438.71590909090907,9975.0,22,0.306818181818187,7.06818181818187,ZC.c.3,07/25,True
2025-08,433.51190476190476,434.29761904761904,436.9047619047619,430.5833333333333,6833.0952380952385,21,0.7857142857142776,6.321428571428612,ZC.c.3,08/25,True
2025-09,452.8095238095238,452.9166666666667,455.7142857142857,450.1309523809524,8650.761904761905,21,0.10714285714288962,5.583333333333314,ZC.c.3,09/25,True
2025-10,449.359375,449.75,451.796875,447.171875,8823.9375,16,0.390625,4.625,ZC.c.3,10/25,True
2024-01,484.79761904761904,483.95238095238096,487.1190476190476,481.07142857142856,11300.190476190477,21,-0.8452380952380736,6.047619047619037,ZC.c.4,01/24,True
2024-02,466.0375,465.575,468.7875,462.6625,15019.35,20,-0.4625000000000341,6.125,ZC.c.4,02/24,True
2024-03,475.075,476.2375,478.95,472.2625,11566.3,20,1.1625000000000227,6.6875,ZC.c.4,03/24,True
2024-04,483.2386363636364,483.25,485.875,480.34090909090907,2643.5,22,0.011363636363626028,5.534090909090935,ZC.c.4,04/24,True
2024-05,499.22727272727275,499.3181818181818,503.21590909090907,495.9318181818182,3717.818181818182,22,0.09090909090906507,7.284090909090878,ZC.c.4,05/24,True
2024-06,479.2105263157895,476.85526315789474,482.36842105263156,473.9605263157895,2780.5789473684213,19,-2.35526315789474,8.407894736842081,ZC.c.4,06/24,True
2024-07,441.09090909090907,440.7386363636364,444.8863636363636,437.1818181818182,3691.409090909091,22,-0.3522727272726911,7.704545454545439,ZC.c.4,07/24,True
2024-08,432.4318181818182,432.6931818181818,435.3863636363636,429.5113636363636,3702.590909090909,22,0.26136363636362603,5.875,ZC.c.4,08/24,True
2024-09,442.5875,443.9,446.225,440.1,3742.65,20,1.3125,6.125,ZC.c.4,09/24,True
2024-10,439.8695652173913,439.60869565217394,442.2717391304348,437.6630434782609,1837.6521739130435,23,-0.2608695652173765,4.608695652173935,ZC.c.4,10/24,True
2024-11,435.5875,435.2875,437.6875,432.725,3402.2,20,-0.2999999999999545,4.962499999999977,ZC.c.4,11/24,True
2024-12,435.0952380952381,435.9761904761905,437.6666666666667,433.4166666666667,9277.761904761905,21,0.880952380952408,4.25,ZC.c.4,12/24,True
2025-01,453.42857142857144,454.8095238095238,457.0238095238095,451.2738095238095,18219.666666666668,21,1.3809523809523512,5.75,ZC.c.4,01/25,True
2025-02,469.42105263157896,469.7236842105263,472.61842105263156,466.5657894736842,23388.263157894737,19,0.3026315789473415,6.0526315789473415,ZC.c.4,02/25,True
2025-03,457.1190476190476,456.6666666666667,459.6190476190476,453.4642857142857,16898.809523809523,21,-0.45238095238090636,6.15476190476187,ZC.c.4,03/25,True
2025-04,466.5238095238095,467.2738095238095,470.1666666666667,463.8333333333333,3945.3333333333335,21,0.75,6.333333333333371,ZC.c.4,04/25,True
2025-05,463.51190476190476,462.85714285714283,466.4404761904762,460.4642857142857,4659.809523809524,21,-0.6547619047619264,5.976190476190482,ZC.c.4,05/25,True
2025-06,462.275,461.7875,465.575,459.225,4435.2,20,-0.4874999999999545,6.349999999999966,ZC.c.4,06/25,True
2025-07,450.46590909090907,450.79545454545456,453.90909090909093,447.15909090909093,6151.454545454545,22,0.3295454545454959,6.75,ZC.c.4,07/25,True
2025-08,440.6309523809524,441.2857142857143,443.8095238095238,437.7738095238095,7020.9047619047615,21,0.6547619047618696,6.035714285714278,ZC.c.4,08/25,True
2025-09,453.5357142857143,453.8095238095238,456.1547619047619,451.29761904761904,4704.142857142857,21,0.2738095238095184,4.85714285714289,ZC.c.4,09/25,True
2025-10,446.40625,446.671875,448.59375,444.6875,1923.875,16,0.265625,3.90625,ZC.c.4,10/25,True
2024-01,495.6666666666667,495.0,497.92857142857144,492.2857142857143,654.7142857142857,21,-0.6666666666666856,5.642857142857167,ZC.c.5,01/24,True
2024-02,477.6375,477.275,480.375,474.55,1592.5,20,-0.36250000000001137,5.824999999999989,ZC.c.5,02/24,True
2024-03,484.5625,485.825,488.5,481.9625,1385.75,20,1.2624999999999886,6.537500000000023,ZC.c.5,03/24,True
2024-04,490.4886363636364,490.7613636363636,493.0568181818182,488.0113636363636,812.4090909090909,22,0.27272727272725206,5.045454545454561,ZC.c.5,04/24,True
2024-05,505.625,505.54545454545456,509.3181818181818,502.4886363636364,1288.090909090909,22,-0.07954545454543904,6.829545454545439,ZC.c.5,05/24,True
2024-06,484.69736842105266,482.7105263157895,488.10526315789474,479.9078947368421,2616.315789473684,19,-1.9868421052631788,8.197368421052659,ZC.c.5,06/24,True
2024-07,445.92045454545456,445.60227272727275,449.28409090909093,442.57954545454544,2209.5454545454545,22,-0.318181818181813,6.704545454545496,ZC.c.5,07/24,True
2024-08,433.40909090909093,433.52272727272725,435.9886363636364,430.7386363636364,1164.6363636363637,22,0.11363636363631713,5.25,ZC.c.5,08/24,True
2024-09,444.1,445.175,447.325,441.975,2894.85,20,1.0749999999999886,5.349999999999966,ZC.c.5,09/24,True
2024-10,445.5,445.35869565217394,448.0108695652174,443.5,4205.913043478261,23,-0.1413043478260647,4.5108695652173765,ZC.c.5,10/24,True
2024-11,439.55,439.2875,441.725,436.8,7579.3,20,-0.26249999999998863,4.925000000000011,ZC.c.5,11/24,True
2024-12,442.95238095238096,443.75,445.39285714285717,441.25,6336.142857142857,21,0.7976190476190368,4.142857142857167,ZC.c.5,12/24,True
2025-01,464.5238095238095,465.95238095238096,467.92857142857144,462.5595238095238,839.5714285714286,21,1.4285714285714448,5.369047619047649,ZC.c.5,01/25,True
2025-02,480.5263157894737,480.61842105263156,483.42105263157896,477.64473684210526,1255.5263157894738,19,0.09210526315786183,5.776315789473699,ZC.c.5,02/25,True
2025-03,466.9047619047619,466.3690476190476,469.1309523809524,463.45238095238096,1830.5714285714287,21,-0.5357142857143344,5.678571428571445,ZC.c.5,03/25,True
2025-04,474.4761904761905,475.1190476190476,477.89285714285717,471.8452380952381,1315.5238095238096,21,0.6428571428571104,6.047619047619094,ZC.c.5,04/25,True
2025-05,470.2261904761905,469.4642857142857,472.92857142857144,467.32142857142856,1820.4285714285713,21,-0.7619047619047592,5.60714285714289,ZC.c.5,05/25,True
2025-06,468.5875,467.9125,471.55,465.525,2988.95,20,-0.6749999999999545,6.025000000000034,ZC.c.5,06/25,True
2025-07,450.79545454545456,451.1931818181818,453.6931818181818,447.92045454545456,3934.2727272727275,22,0.39772727272725206,5.772727272727252,ZC.c.5,07/25,True
2025-08,440.5357142857143,441.1309523809524,442.9642857142857,438.23809523809524,1681.4285714285713,21,0.5952380952381304,4.726190476190482,ZC.c.5,08/25,True
2025-09,457.4761904761905,457.79761904761904,459.8095238095238,455.4642857142857,3395.0,21,0.3214285714285552,4.345238095238074,ZC.c.5,09/25,True
2025-10,457.421875,457.703125,459.578125,455.78125,3442.125,16,0.28125,3.796875,ZC.c.5,10/25,True
